task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,101.28323778870033,28.734584147560547,28.734584147560547,28.734584147560547
object_detection,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,45.30165938838236,21.242425043938717,21.242425043938717,21.242425043938717
question_answering,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,53.60173028109947,15.45015308051324,15.45015308051324,15.45015308051324
speech_recognition,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,728.1001376401375,187.50056469288668,187.50056469288668,187.50056469288668
