task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.06714285714285,29.517632562686906,29.517632562686906,29.517632562686906,10.215981028134417,10.215981028134417
object_detection,39.654120879120875,21.765170786184246,21.765170786184246,21.765170786184246,12.168041757440445,12.168041757440445
question_answering,42.87717171717172,17.09336011039558,17.09336011039558,17.09336011039558,4.730470854217399,4.730470854217399
speech_recognition,568.0428571428572,184.94336396546925,184.94336396546925,184.94336396546925,21.07522353549469,21.07522353549469
