task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1
image_classification,78.61261349084782,78.61261349084782,78.61261349084782,78.61261349084782,78.61261349084782,78.61261349084782,78.61261349084782,78.61261349084782,9.698181379227844
object_detection,36.887279011128115,36.887279011128115,36.887279011128115,36.887279011128115,36.887279011128115,36.887279011128115,36.887279011128115,36.887279011128115,11.71104422404861
question_answering,42.585010870658124,42.585010870658124,42.585010870658124,42.585010870658124,42.585010870658124,42.585010870658124,42.585010870658124,42.585010870658124,4.43210182958191
speech_recognition,578.376792929293,578.376792929293,578.376792929293,578.376792929293,578.376792929293,578.376792929293,578.376792929293,578.376792929293,21.421664135648033
