task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.80706531563675,79.80706531563675,79.80706531563675,79.80706531563675,79.80706531563675,79.80706531563675,79.80706531563675,29.14632399170989,29.14632399170989,29.14632399170989,29.14632399170989,9.51378986246159
object_detection,37.53750515357659,37.53750515357659,37.53750515357659,37.53750515357659,37.53750515357659,37.53750515357659,37.53750515357659,22.331941459627252,22.331941459627252,22.331941459627252,22.331941459627252,11.54842896244302
question_answering,43.699840239125955,43.699840239125955,43.699840239125955,43.699840239125955,43.699840239125955,43.699840239125955,43.699840239125955,15.911544458901346,15.911544458901346,15.911544458901346,15.911544458901346,4.664474219737378
speech_recognition,575.9835034013606,575.9835034013606,575.9835034013606,575.9835034013606,575.9835034013606,575.9835034013606,575.9835034013606,188.86746890822118,188.86746890822118,188.86746890822118,188.86746890822118,20.789589138080185
