task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,77.61907536907538,77.61907536907538,77.61907536907538,28.64036677684664,28.64036677684664,28.64036677684664,28.64036677684664,9.83800609636431
object_detection,35.80849857114563,35.80849857114563,35.80849857114563,21.107717192767307,21.107717192767307,21.107717192767307,21.107717192767307,12.059439357182507
question_answering,43.29146464646465,43.29146464646465,43.29146464646465,15.743726769531273,15.743726769531273,15.743726769531273,15.743726769531273,4.6777392918570095
speech_recognition,578.6399470899471,578.6399470899471,578.6399470899471,189.52735865777845,189.52735865777845,189.52735865777845,189.52735865777845,21.585187323342065
