task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.65533279220779,83.65533279220779,83.65533279220779,83.65533279220779,83.65533279220779,83.65533279220779,83.65533279220779,83.65533279220779,33.647449005243125,33.647449005243125,11.636815929661552,11.636815929661552,11.636815929661552
object_detection,45.61814831002331,45.61814831002331,45.61814831002331,45.61814831002331,45.61814831002331,45.61814831002331,45.61814831002331,45.61814831002331,31.66246753246753,31.66246753246753,14.105179218922197,14.105179218922197,14.105179218922197
question_answering,44.692688492063496,44.692688492063496,44.692688492063496,44.692688492063496,44.692688492063496,44.692688492063496,44.692688492063496,44.692688492063496,16.30122877122877,16.30122877122877,5.289080860060976,5.289080860060976,5.289080860060976
speech_recognition,582.9995833333334,582.9995833333334,582.9995833333334,582.9995833333334,582.9995833333334,582.9995833333334,582.9995833333334,582.9995833333334,188.0070879120879,188.0070879120879,22.515590620475486,22.515590620475486,22.515590620475486
