task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,81.35247647194076,10.318355676611786,10.318355676611786
object_detection,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,44.633240568954854,12.537373729790778,12.537373729790778
question_answering,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,43.721513962228244,4.953738440736487,4.953738440736487
speech_recognition,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,583.3849319727891,21.831178285478376,21.831178285478376
