task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,80.26295956358456,29.492384162015878,29.492384162015878,29.492384162015878,9.77486373744047
object_detection,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,42.09235195360195,24.23116692763339,24.23116692763339,24.23116692763339,11.836053410182853
question_answering,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,43.4306494567524,16.180491940994955,16.180491940994955,16.180491940994955,4.6704115314058345
speech_recognition,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,581.4808928571429,191.43717479909702,191.43717479909702,191.43717479909702,21.762812043943804
