task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,78.3083189033189,78.3083189033189,78.3083189033189,28.241336863553396,28.241336863553396,28.241336863553396,9.686624519043017
object_detection,35.543433353139235,35.543433353139235,35.543433353139235,20.260075046933146,20.260075046933146,20.260075046933146,11.696194504242767
question_answering,44.143850408850405,44.143850408850405,44.143850408850405,15.415748073520216,15.415748073520216,15.415748073520216,4.67116360821718
speech_recognition,578.0496969696969,578.0496969696969,578.0496969696969,186.7324679194794,186.7324679194794,186.7324679194794,21.41372438007529
