task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,80.28951226551227,80.28951226551227,80.28951226551227,80.28951226551227,80.28951226551227,28.448725700974233,28.448725700974233,28.448725700974233,9.906221695863644
object_detection,36.89190947940948,36.89190947940948,36.89190947940948,36.89190947940948,36.89190947940948,21.296327220906463,21.296327220906463,21.296327220906463,12.279592591961043
question_answering,42.97940548340548,42.97940548340548,42.97940548340548,42.97940548340548,42.97940548340548,15.987541702611878,15.987541702611878,15.987541702611878,4.534128882242446
speech_recognition,577.7455339105339,577.7455339105339,577.7455339105339,577.7455339105339,577.7455339105339,187.73422249355582,187.73422249355582,187.73422249355582,21.508010278875027
