task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.06047619047618,81.06047619047618,81.06047619047618,81.06047619047618,32.273410364145654,32.273410364145654,32.273410364145654,11.647014984220615,11.647014984220615,11.647014984220615
object_detection,39.63419191919192,39.63419191919192,39.63419191919192,39.63419191919192,27.313293754176108,27.313293754176108,27.313293754176108,14.087823910278962,14.087823910278962,14.087823910278962
question_answering,44.040986652236654,44.040986652236654,44.040986652236654,44.040986652236654,17.26601294130706,17.26601294130706,17.26601294130706,5.218515823931947,5.218515823931947,5.218515823931947
speech_recognition,586.0133333333334,586.0133333333334,586.0133333333334,586.0133333333334,187.3311111111111,187.3311111111111,187.3311111111111,22.183140993838922,22.183140993838922,22.183140993838922
