task_type,t2.large-1,t2.large-2,g4dn.xlarge-1
image_classification,78.63962465553023,78.63962465553023,9.489231602178851
object_detection,34.59983529336161,34.59983529336161,11.189364758438723
question_answering,41.760751271604214,41.760751271604214,4.415963120501914
speech_recognition,576.9811974789916,576.9811974789916,20.932975053017216
