task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,27.898543428031417,27.898543428031417,10.051758938004648,10.051758938004648
object_detection,21.219913715312106,21.219913715312106,11.79519626659186,11.79519626659186
question_answering,17.27945490817344,17.27945490817344,4.793305052285178,4.793305052285178
speech_recognition,187.74490118577074,187.74490118577074,21.29223325552254,21.29223325552254
