task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.39213481983703,80.39213481983703,80.39213481983703,80.39213481983703,80.39213481983703,80.39213481983703,80.39213481983703,80.39213481983703,29.72926888488189,29.72926888488189,10.43736347556502,10.43736347556502
object_detection,43.94062233110027,43.94062233110027,43.94062233110027,43.94062233110027,43.94062233110027,43.94062233110027,43.94062233110027,43.94062233110027,24.021985687452887,24.021985687452887,12.83303656121782,12.83303656121782
question_answering,42.821990311276025,42.821990311276025,42.821990311276025,42.821990311276025,42.821990311276025,42.821990311276025,42.821990311276025,42.821990311276025,15.878363374335242,15.878363374335242,5.075722582472057,5.075722582472057
speech_recognition,582.9363095238095,582.9363095238095,582.9363095238095,582.9363095238095,582.9363095238095,582.9363095238095,582.9363095238095,582.9363095238095,187.81031309892379,187.81031309892379,21.559843495375965,21.559843495375965
