task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2
image_classification,153.06723531807376,153.06723531807376,153.06723531807376,153.06723531807376,153.06723531807376,153.06723531807376,153.06723531807376,153.06723531807376,27.779260456179976,27.779260456179976
object_detection,59.28483599251008,59.28483599251008,59.28483599251008,59.28483599251008,59.28483599251008,59.28483599251008,59.28483599251008,59.28483599251008,19.599984082454508,19.599984082454508
question_answering,77.58159389844994,77.58159389844994,77.58159389844994,77.58159389844994,77.58159389844994,77.58159389844994,77.58159389844994,77.58159389844994,15.372797838723567,15.372797838723567
speech_recognition,1079.8792860932947,1079.8792860932947,1079.8792860932947,1079.8792860932947,1079.8792860932947,1079.8792860932947,1079.8792860932947,1079.8792860932947,185.74976944158942,185.74976944158942
