task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,28.109686498642088,28.109686498642088,28.109686498642088,28.109686498642088,9.847391036834736
object_detection,20.134259737558505,20.134259737558505,20.134259737558505,20.134259737558505,11.671393374140802
question_answering,15.740112491920787,15.740112491920787,15.740112491920787,15.740112491920787,4.534051326352348
speech_recognition,189.92283275441034,189.92283275441034,189.92283275441034,189.92283275441034,21.440933942156963
