task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,80.61383505383506,30.036612316991572,10.336627691523114,10.336627691523114
object_detection,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,42.629949735449735,23.593054298642535,12.49262456645942,12.49262456645942
question_answering,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,43.2876181846476,16.371417004048585,4.984048414861071,4.984048414861071
speech_recognition,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,577.9789523809524,187.29430930266844,21.657466099928676,21.657466099928676
