task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.58487012987013,79.58487012987013,79.58487012987013,29.990177375474843,29.990177375474843,29.990177375474843,29.990177375474843,10.109413089714659,10.109413089714659
object_detection,36.82740537240537,36.82740537240537,36.82740537240537,24.19902795939123,24.19902795939123,24.19902795939123,24.19902795939123,12.472030484319541,12.472030484319541
question_answering,42.62796296296297,42.62796296296297,42.62796296296297,16.372583831511513,16.372583831511513,16.372583831511513,16.372583831511513,4.840509330999038,4.840509330999038
speech_recognition,579.1180952380953,579.1180952380953,579.1180952380953,191.61909519509558,191.61909519509558,191.61909519509558,191.61909519509558,21.25083171924925,21.25083171924925
