task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,76.69401515151515,76.69401515151515,27.390849798113226,9.923884047992297,9.923884047992297
object_detection,36.4668253968254,36.4668253968254,21.590845017682547,11.553749753196104,11.553749753196104
question_answering,41.496753246753244,41.496753246753244,16.69167812579577,4.695322156743826,4.695322156743826
speech_recognition,567.7722222222222,567.7722222222222,190.52078260869567,21.201484122457916,21.201484122457916
