task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,82.52271184371185,82.52271184371185,82.52271184371185,82.52271184371185,82.52271184371185,32.121175413280675,32.121175413280675,32.121175413280675,11.941984242515757,11.941984242515757,11.941984242515757
object_detection,43.89587734487734,43.89587734487734,43.89587734487734,43.89587734487734,43.89587734487734,28.789124967624968,28.789124967624968,28.789124967624968,14.799693202936087,14.799693202936087,14.799693202936087
question_answering,45.290872460872464,45.290872460872464,45.290872460872464,45.290872460872464,45.290872460872464,18.259064916564917,18.259064916564917,18.259064916564917,5.17157989329555,5.17157989329555,5.17157989329555
speech_recognition,582.8313333333333,582.8313333333333,582.8313333333333,582.8313333333333,582.8313333333333,191.0284326784327,191.0284326784327,191.0284326784327,22.683796322534892,22.683796322534892,22.683796322534892
