task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,249.2277453512671,249.2277453512671,249.2277453512671,249.2277453512671,249.2277453512671,27.861968891833023,27.861968891833023,27.861968891833023
object_detection,85.08467145292813,85.08467145292813,85.08467145292813,85.08467145292813,85.08467145292813,18.973788297615705,18.973788297615705,18.973788297615705
question_answering,116.86922072822074,116.86922072822074,116.86922072822074,116.86922072822074,116.86922072822074,15.400749866788619,15.400749866788619,15.400749866788619
speech_recognition,1611.0986424678297,1611.0986424678297,1611.0986424678297,1611.0986424678297,1611.0986424678297,189.28946206258144,189.28946206258144,189.28946206258144
