task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,78.74007936507937,78.74007936507937,78.74007936507937,30.97711423699915,30.97711423699915,10.770557166270564,10.770557166270564,10.770557166270564
object_detection,40.973232323232324,40.973232323232324,40.973232323232324,24.60427454167779,24.60427454167779,13.047099295115766,13.047099295115766,13.047099295115766
question_answering,45.55102157102157,45.55102157102157,45.55102157102157,15.709098124098125,15.709098124098125,5.324284692055359,5.324284692055359,5.324284692055359
speech_recognition,577.1677777777777,577.1677777777777,577.1677777777777,186.6306166056166,186.6306166056166,22.080189077981792,22.080189077981792,22.080189077981792
