task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.42372835497835,79.42372835497835,79.42372835497835,79.42372835497835,79.42372835497835,79.42372835497835,79.42372835497835,79.42372835497835,28.904955021188904,28.904955021188904,28.904955021188904,28.904955021188904,9.940037935509633
object_detection,40.78578851703852,40.78578851703852,40.78578851703852,40.78578851703852,40.78578851703852,40.78578851703852,40.78578851703852,40.78578851703852,22.096300692633413,22.096300692633413,22.096300692633413,22.096300692633413,12.04419030470154
question_answering,43.3149034992785,43.3149034992785,43.3149034992785,43.3149034992785,43.3149034992785,43.3149034992785,43.3149034992785,43.3149034992785,16.189534700495223,16.189534700495223,16.189534700495223,16.189534700495223,4.767807538775746
speech_recognition,579.447371031746,579.447371031746,579.447371031746,579.447371031746,579.447371031746,579.447371031746,579.447371031746,579.447371031746,189.83545660098864,189.83545660098864,189.83545660098864,189.83545660098864,22.113322273637614
