task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,77.65456349206349,77.65456349206349,28.590008056797405,28.590008056797405,28.590008056797405,28.590008056797405,9.872999058287615
object_detection,35.23531958237841,35.23531958237841,20.705634459722017,20.705634459722017,20.705634459722017,20.705634459722017,11.734922642122843
question_answering,42.59711562946857,42.59711562946857,15.488550156317114,15.488550156317114,15.488550156317114,15.488550156317114,4.6015357466917886
speech_recognition,569.0650505050505,569.0650505050505,191.01522240116205,191.01522240116205,191.01522240116205,191.01522240116205,21.40417311413813
