task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1
image_classification,77.3095176446647,77.3095176446647,77.3095176446647,28.077555753910055,9.819136342507328
object_detection,35.45949075978488,35.45949075978488,35.45949075978488,19.924456984456985,11.399489433177568
question_answering,42.640024893407244,42.640024893407244,42.640024893407244,16.551382616772422,4.483676401981335
speech_recognition,576.7637362637363,576.7637362637363,576.7637362637363,188.23059640522877,21.434266506060105
