task_type,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,9.622727175393475,9.622727175393475
object_detection,11.487441962703624,11.487441962703624
question_answering,4.6311192033835935,4.6311192033835935
speech_recognition,20.902325686158598,20.902325686158598
