task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,81.54029863654864,30.74561403508772,10.680851533287548,10.680851533287548
object_detection,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,44.11029244260014,29.1618961352657,12.657595978445354,12.657595978445354
question_answering,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,44.13739247931555,15.571230158730156,4.919018045370143,4.919018045370143
speech_recognition,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,583.6792307692307,186.46555555555557,21.78184424358264,21.78184424358264
