task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.18387205387205,79.18387205387205,79.18387205387205,79.18387205387205,79.18387205387205,79.18387205387205,79.18387205387205,79.18387205387205,79.18387205387205,10.175679039503944,10.175679039503944
object_detection,41.362436575769905,41.362436575769905,41.362436575769905,41.362436575769905,41.362436575769905,41.362436575769905,41.362436575769905,41.362436575769905,41.362436575769905,11.825630499736208,11.825630499736208
question_answering,43.157469320802655,43.157469320802655,43.157469320802655,43.157469320802655,43.157469320802655,43.157469320802655,43.157469320802655,43.157469320802655,43.157469320802655,4.819348575719344,4.819348575719344
speech_recognition,577.6470105820106,577.6470105820106,577.6470105820106,577.6470105820106,577.6470105820106,577.6470105820106,577.6470105820106,577.6470105820106,577.6470105820106,21.44978769415843,21.44978769415843
