task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,94.8389155472028,94.8389155472028,94.8389155472028,94.8389155472028,94.8389155472028,94.8389155472028,94.8389155472028,27.544768266801448,27.544768266801448,27.544768266801448
object_detection,40.94709077263589,40.94709077263589,40.94709077263589,40.94709077263589,40.94709077263589,40.94709077263589,40.94709077263589,19.503558398163445,19.503558398163445,19.503558398163445
question_answering,50.898226499457586,50.898226499457586,50.898226499457586,50.898226499457586,50.898226499457586,50.898226499457586,50.898226499457586,15.650065956116208,15.650065956116208,15.650065956116208
speech_recognition,685.1589723433233,685.1589723433233,685.1589723433233,685.1589723433233,685.1589723433233,685.1589723433233,685.1589723433233,188.2036503555178,188.2036503555178,188.2036503555178
