task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.02338115588115,81.02338115588115,81.02338115588115,81.02338115588115,81.02338115588115,81.02338115588115,33.117858322233324,33.117858322233324,33.117858322233324,33.117858322233324,10.733529805861755,10.733529805861755
object_detection,41.208702501202495,41.208702501202495,41.208702501202495,41.208702501202495,41.208702501202495,41.208702501202495,25.465596065204075,25.465596065204075,25.465596065204075,25.465596065204075,12.965281184320526,12.965281184320526
question_answering,43.822037037037035,43.822037037037035,43.822037037037035,43.822037037037035,43.822037037037035,43.822037037037035,17.928138519089607,17.928138519089607,17.928138519089607,17.928138519089607,5.118290121494646,5.118290121494646
speech_recognition,581.7771428571428,581.7771428571428,581.7771428571428,581.7771428571428,581.7771428571428,581.7771428571428,207.45118959879989,207.45118959879989,207.45118959879989,207.45118959879989,21.579910210239312,21.579910210239312
