task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,79.64876254167697,29.205098728567073,29.205098728567073,29.205098728567073,10.26569904082997
object_detection,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,40.367844554435464,22.738843304843307,22.738843304843307,22.738843304843307,12.079728617782633
question_answering,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,43.27826027507846,16.349125990959795,16.349125990959795,16.349125990959795,4.865440039803105
speech_recognition,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,579.3176046176046,187.3679419233195,187.3679419233195,187.3679419233195,21.978206686611582
