task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,82.52558201058201,82.52558201058201,82.52558201058201,82.52558201058201,82.52558201058201,82.52558201058201,10.799795863455188,10.799795863455188,10.799795863455188
object_detection,41.68375194522254,41.68375194522254,41.68375194522254,41.68375194522254,41.68375194522254,41.68375194522254,13.361093626720912,13.361093626720912,13.361093626720912
question_answering,43.44044261294262,43.44044261294262,43.44044261294262,43.44044261294262,43.44044261294262,43.44044261294262,5.356964433227659,5.356964433227659,5.356964433227659
speech_recognition,581.4412698412699,581.4412698412699,581.4412698412699,581.4412698412699,581.4412698412699,581.4412698412699,22.0880801433431,22.0880801433431,22.0880801433431
