task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,27.388444444444445,9.734163843214466,9.734163843214466
object_detection,20.732692307692307,11.320835260860695,11.320835260860695
question_answering,16.771751792114696,4.691768184662198,4.691768184662198
speech_recognition,182.51562958780352,21.11326533927454,21.11326533927454
