task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.56095238095239,80.56095238095239,80.56095238095239,80.56095238095239,10.44069259797902,10.44069259797902,10.44069259797902
object_detection,40.832923881673885,40.832923881673885,40.832923881673885,40.832923881673885,12.474941206521667,12.474941206521667,12.474941206521667
question_answering,43.06308261183261,43.06308261183261,43.06308261183261,43.06308261183261,5.074254654267891,5.074254654267891,5.074254654267891
speech_recognition,581.8885714285714,581.8885714285714,581.8885714285714,581.8885714285714,21.891834734276692,21.891834734276692,21.891834734276692
