task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,78.3125,28.92448649260956,28.92448649260956,10.93086727694832,10.93086727694832,10.93086727694832
object_detection,42.504464285714285,23.3092829634134,23.3092829634134,12.89025314830793,12.89025314830793,12.89025314830793
question_answering,39.144642857142856,17.35301707064865,17.35301707064865,4.894500598707755,4.894500598707755,4.894500598707755
speech_recognition,571.2166666666667,185.9433540723982,185.9433540723982,21.921689963541812,21.921689963541812,21.921689963541812
