task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,28.564748409485254,28.564748409485254,10.552524176934327,10.552524176934327,10.552524176934327
object_detection,22.682369588186152,22.682369588186152,12.684221917768449,12.684221917768449,12.684221917768449
question_answering,16.21971153846154,16.21971153846154,5.0732226789474595,5.0732226789474595,5.0732226789474595
speech_recognition,188.8879242081448,188.8879242081448,21.857268796392678,21.857268796392678,21.857268796392678
