task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1
image_classification,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,79.11949144319733,9.732851968018533
object_detection,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,39.301330212185476,11.586907162241598
question_answering,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,43.18951704961705,4.502879152831733
speech_recognition,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,579.1760707070707,21.524971124971124
