task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.83234487734487,79.83234487734487,79.83234487734487,79.83234487734487,30.131141406108508,30.131141406108508,30.131141406108508,30.131141406108508,10.666834177497115,10.666834177497115
object_detection,39.9953373015873,39.9953373015873,39.9953373015873,39.9953373015873,22.826822867030664,22.826822867030664,22.826822867030664,22.826822867030664,12.577033887836926,12.577033887836926
question_answering,45.34261183261184,45.34261183261184,45.34261183261184,45.34261183261184,16.574543647386996,16.574543647386996,16.574543647386996,16.574543647386996,4.89243400607114,4.89243400607114
speech_recognition,585.0683333333334,585.0683333333334,585.0683333333334,585.0683333333334,187.64834564966338,187.64834564966338,187.64834564966338,187.64834564966338,21.452639151810722,21.452639151810722
