task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.48962391774892,80.48962391774892,80.48962391774892,80.48962391774892,80.48962391774892,80.48962391774892,80.48962391774892,80.48962391774892,30.17117918588742,30.17117918588742,30.17117918588742,10.551935494428031,10.551935494428031
object_detection,44.6575468975469,44.6575468975469,44.6575468975469,44.6575468975469,44.6575468975469,44.6575468975469,44.6575468975469,44.6575468975469,24.839813199070164,24.839813199070164,24.839813199070164,13.120308157030589,13.120308157030589
question_answering,44.82098735589807,44.82098735589807,44.82098735589807,44.82098735589807,44.82098735589807,44.82098735589807,44.82098735589807,44.82098735589807,16.297568968873314,16.297568968873314,16.297568968873314,5.282214268475473,5.282214268475473
speech_recognition,582.8860714285714,582.8860714285714,582.8860714285714,582.8860714285714,582.8860714285714,582.8860714285714,582.8860714285714,582.8860714285714,188.0154877799073,188.0154877799073,188.0154877799073,21.68908565944201,21.68908565944201
