task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,82.9343900742115,82.9343900742115,82.9343900742115,82.9343900742115,82.9343900742115,82.9343900742115,82.9343900742115,82.9343900742115,31.7411669445106,31.7411669445106,31.7411669445106,31.7411669445106,10.704838031744751,10.704838031744751
object_detection,43.828584956709946,43.828584956709946,43.828584956709946,43.828584956709946,43.828584956709946,43.828584956709946,43.828584956709946,43.828584956709946,26.60858629115982,26.60858629115982,26.60858629115982,26.60858629115982,13.587143581077061,13.587143581077061
question_answering,43.705357142857146,43.705357142857146,43.705357142857146,43.705357142857146,43.705357142857146,43.705357142857146,43.705357142857146,43.705357142857146,17.515859938994616,17.515859938994616,17.515859938994616,17.515859938994616,4.953527038220871,4.953527038220871
speech_recognition,582.0017857142857,582.0017857142857,582.0017857142857,582.0017857142857,582.0017857142857,582.0017857142857,582.0017857142857,582.0017857142857,197.33861317603964,197.33861317603964,197.33861317603964,197.33861317603964,21.868345074192888,21.868345074192888
