task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,29.01396116884631,29.01396116884631,29.01396116884631,29.01396116884631,10.210625595140574,10.210625595140574
object_detection,22.42977118433906,22.42977118433906,22.42977118433906,22.42977118433906,12.229876302233807,12.229876302233807
question_answering,15.970665108014927,15.970665108014927,15.970665108014927,15.970665108014927,4.844345580699301,4.844345580699301
speech_recognition,189.11818885448918,189.11818885448918,189.11818885448918,189.11818885448918,21.17801646174133,21.17801646174133
