task_type,t2.large-1,g4dn.xlarge-1
image_classification,124.01940476190475,9.352809140488569
object_detection,48.75272727272728,11.331590879553731
question_answering,49.05537757437071,4.3000344045315675
speech_recognition,834.4686274509804,20.349354252064508
