task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.99752051325581,78.99752051325581,78.99752051325581,78.99752051325581,78.99752051325581,78.99752051325581,28.728999582289056,10.031135053926088,10.031135053926088
object_detection,40.05369167869168,40.05369167869168,40.05369167869168,40.05369167869168,40.05369167869168,40.05369167869168,22.230466403162055,11.99053697570972,11.99053697570972
question_answering,42.877149629123316,42.877149629123316,42.877149629123316,42.877149629123316,42.877149629123316,42.877149629123316,16.352784134248665,4.923253257101267,4.923253257101267
speech_recognition,577.0743650793651,577.0743650793651,577.0743650793651,577.0743650793651,577.0743650793651,577.0743650793651,184.87167919799498,21.21272346060467,21.21272346060467
