task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,76.68299242424243,76.68299242424243,28.83054240358795,28.83054240358795,28.83054240358795,9.764466413108897
object_detection,35.21491036741037,35.21491036741037,19.95178968718526,19.95178968718526,19.95178968718526,11.653277231999759
question_answering,42.7790293040293,42.7790293040293,15.457620778591897,15.457620778591897,15.457620778591897,4.501702978298085
speech_recognition,569.3837878787879,569.3837878787879,186.19735838174103,186.19735838174103,186.19735838174103,21.396994779828653
