task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,78.88257731157731,78.88257731157731,78.88257731157731,78.88257731157731,78.88257731157731,28.38223707887501,28.38223707887501,9.75056070982512
object_detection,35.56824864024865,35.56824864024865,35.56824864024865,35.56824864024865,35.56824864024865,20.33998847122985,20.33998847122985,11.44450798330672
question_answering,43.1936482961483,43.1936482961483,43.1936482961483,43.1936482961483,43.1936482961483,15.554197387528657,15.554197387528657,4.678223218295232
speech_recognition,577.3444646464646,577.3444646464646,577.3444646464646,577.3444646464646,577.3444646464646,185.45008519052735,185.45008519052735,21.591804141097697
