task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1
image_classification,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,79.19110010087951,9.997314477014365
object_detection,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,39.68235545246246,11.885101247776706
question_answering,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,43.43883268491628,4.654296796844766
speech_recognition,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,581.5427892015392,21.834004618793777
