task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.27959096459097,79.27959096459097,79.27959096459097,79.27959096459097,29.023684234563394,29.023684234563394,9.769776994622847,9.769776994622847
object_detection,38.95706349206349,38.95706349206349,38.95706349206349,38.95706349206349,22.286089407668356,22.286089407668356,11.591554971348748,11.591554971348748
question_answering,42.36265512265512,42.36265512265512,42.36265512265512,42.36265512265512,16.130847862820538,16.130847862820538,4.7809919476580935,4.7809919476580935
speech_recognition,577.5294642857143,577.5294642857143,577.5294642857143,577.5294642857143,185.89371762740183,185.89371762740183,21.411652638178,21.411652638178
