task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,76.90015873015872,76.90015873015872,9.837431304162564,9.837431304162564
object_detection,36.270833333333336,36.270833333333336,11.421366834179782,11.421366834179782
question_answering,41.90509906759907,41.90509906759907,4.698673198749417,4.698673198749417
speech_recognition,568.8486111111112,568.8486111111112,21.195518813358614,21.195518813358614
