task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,105.68857455457817,105.68857455457817,105.68857455457817,105.68857455457817,105.68857455457817,105.68857455457817,105.68857455457817,105.68857455457817,105.68857455457817,28.115860337776844,28.115860337776844,28.115860337776844,28.115860337776844
object_detection,47.02896753974154,47.02896753974154,47.02896753974154,47.02896753974154,47.02896753974154,47.02896753974154,47.02896753974154,47.02896753974154,47.02896753974154,20.032499154519595,20.032499154519595,20.032499154519595,20.032499154519595
question_answering,55.90185534299053,55.90185534299053,55.90185534299053,55.90185534299053,55.90185534299053,55.90185534299053,55.90185534299053,55.90185534299053,55.90185534299053,15.768517899443356,15.768517899443356,15.768517899443356,15.768517899443356
speech_recognition,768.8731379731379,768.8731379731379,768.8731379731379,768.8731379731379,768.8731379731379,768.8731379731379,768.8731379731379,768.8731379731379,768.8731379731379,189.5110830122982,189.5110830122982,189.5110830122982,189.5110830122982
