task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.65729458450046,78.65729458450046,78.65729458450046,78.65729458450046,78.65729458450046,78.65729458450046,10.01561934504733,10.01561934504733
object_detection,39.156935888185885,39.156935888185885,39.156935888185885,39.156935888185885,39.156935888185885,39.156935888185885,11.813141663792493,11.813141663792493
question_answering,42.228456358456356,42.228456358456356,42.228456358456356,42.228456358456356,42.228456358456356,42.228456358456356,4.916790584859771,4.916790584859771
speech_recognition,576.8458333333333,576.8458333333333,576.8458333333333,576.8458333333333,576.8458333333333,576.8458333333333,21.24449636027007,21.24449636027007
