task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,82.7786164021164,82.7786164021164,82.7786164021164,82.7786164021164,82.7786164021164,82.7786164021164,34.681954351691196,34.681954351691196,34.681954351691196,12.004397726293792,12.004397726293792,12.004397726293792
object_detection,45.640527250527256,45.640527250527256,45.640527250527256,45.640527250527256,45.640527250527256,45.640527250527256,30.197377549986243,30.197377549986243,30.197377549986243,14.938205275259097,14.938205275259097,14.938205275259097
question_answering,42.64504761904762,42.64504761904762,42.64504761904762,42.64504761904762,42.64504761904762,42.64504761904762,17.092391329803093,17.092391329803093,17.092391329803093,5.263510445181609,5.263510445181609,5.263510445181609
speech_recognition,583.0944444444444,583.0944444444444,583.0944444444444,583.0944444444444,583.0944444444444,583.0944444444444,190.4063048063048,190.4063048063048,190.4063048063048,22.948386430221973,22.948386430221973,22.948386430221973
