task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,28.20171866317377,10.262892474262575,10.262892474262575,10.262892474262575
object_detection,22.947927170868347,12.359769562860619,12.359769562860619,12.359769562860619
question_answering,16.083435828877008,5.065063371225787,5.065063371225787,5.065063371225787
speech_recognition,181.93735545500252,21.791821244890983,21.791821244890983,21.791821244890983
