task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,28.5113373395797,28.5113373395797,28.5113373395797,10.106535816765652,10.106535816765652
object_detection,22.109989284499086,22.109989284499086,22.109989284499086,11.811738025266743,11.811738025266743
question_answering,16.417654138087574,16.417654138087574,16.417654138087574,4.779158418748846,4.779158418748846
speech_recognition,190.11732109796048,190.11732109796048,190.11732109796048,21.083737761083164,21.083737761083164
