task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.62415343915345,78.62415343915345,78.62415343915345,31.924937834783037,10.102810688197462,10.102810688197462
object_detection,36.174337514337516,36.174337514337516,36.174337514337516,21.547619047619047,11.733720523903685,11.733720523903685
question_answering,46.17007936507936,46.17007936507936,46.17007936507936,16.222685746624627,4.614969421637161,4.614969421637161
speech_recognition,577.7984126984127,577.7984126984127,577.7984126984127,183.7717893217893,21.322121202512733,21.322121202512733
