task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,79.65107201213819,79.65107201213819,79.65107201213819,79.65107201213819,79.65107201213819,79.65107201213819,79.65107201213819,79.65107201213819,29.018112284981907,29.018112284981907,9.654956743808793
object_detection,39.26207101925852,39.26207101925852,39.26207101925852,39.26207101925852,39.26207101925852,39.26207101925852,39.26207101925852,39.26207101925852,21.591172947943,21.591172947943,11.370684601490293
question_answering,43.80486431868785,43.80486431868785,43.80486431868785,43.80486431868785,43.80486431868785,43.80486431868785,43.80486431868785,43.80486431868785,15.272239806546093,15.272239806546093,4.426054615060797
speech_recognition,576.2900351731602,576.2900351731602,576.2900351731602,576.2900351731602,576.2900351731602,576.2900351731602,576.2900351731602,576.2900351731602,185.7819601139601,185.7819601139601,20.9148875
