task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15
image_classification,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228,106.84920161872228
object_detection,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525,49.317368635997525
question_answering,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593,57.92289146786593
speech_recognition,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818,809.8560135960818
