task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,79.55542768342768,28.941235838119418,28.941235838119418,28.941235838119418,28.941235838119418,10.18126749565197
object_detection,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,39.90663886113886,22.93669993071595,22.93669993071595,22.93669993071595,22.93669993071595,12.163033125925207
question_answering,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,43.09690764790765,16.083177759821194,16.083177759821194,16.083177759821194,16.083177759821194,4.867963004737199
speech_recognition,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,578.7580317460317,195.88610370623528,195.88610370623528,195.88610370623528,195.88610370623528,21.579366434484072
