task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1
image_classification,78.81906179181279,78.81906179181279,78.81906179181279,78.81906179181279,78.81906179181279,78.81906179181279,78.81906179181279,28.309292865088196,9.779174688767107
object_detection,37.830917885863705,37.830917885863705,37.830917885863705,37.830917885863705,37.830917885863705,37.830917885863705,37.830917885863705,20.116000420276738,12.070261234666857
question_answering,43.714526941312656,43.714526941312656,43.714526941312656,43.714526941312656,43.714526941312656,43.714526941312656,43.714526941312656,15.962751937984496,4.629959278420837
speech_recognition,576.0416522366522,576.0416522366522,576.0416522366522,576.0416522366522,576.0416522366522,576.0416522366522,576.0416522366522,184.33305683563748,21.60824739805832
