task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,79.45478565878565,79.45478565878565,79.45478565878565,79.45478565878565,79.45478565878565,10.56906491620877,10.56906491620877,10.56906491620877
object_detection,38.64391941391941,38.64391941391941,38.64391941391941,38.64391941391941,38.64391941391941,12.806986302340627,12.806986302340627,12.806986302340627
question_answering,43.65888311688312,43.65888311688312,43.65888311688312,43.65888311688312,43.65888311688312,5.201947373504842,5.201947373504842,5.201947373504842
speech_recognition,580.89,580.89,580.89,580.89,580.89,21.951847709750957,21.951847709750957,21.951847709750957
