task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,77.10634920634921,28.70787418300654,28.70787418300654,10.03945134182197,10.03945134182197
object_detection,41.90452380952381,21.495979409307584,21.495979409307584,11.36657428298057,11.36657428298057
question_answering,43.34222222222222,17.87366645281424,17.87366645281424,4.536548328069092,4.536548328069092
speech_recognition,571.6321428571429,193.13557833978888,193.13557833978888,21.09469361338131,21.09469361338131
