task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,83.28679797979798,32.59133072809543,12.097379113920073,12.097379113920073,12.097379113920073
object_detection,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,49.65831024531025,26.328195488721803,14.66105960845621,14.66105960845621,14.66105960845621
question_answering,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,43.523036075036075,16.961469979296066,5.488130262111972,5.488130262111972,5.488130262111972
speech_recognition,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,584.9342424242425,186.90923076923076,23.159961908870113,23.159961908870113,23.159961908870113
