task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1
image_classification,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,79.75836374817992,28.519667687934536,9.954593419138742
object_detection,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,40.352870069745066,21.814483919656332,12.160766807566128
question_answering,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,43.48634423446923,15.237913165266107,4.579185068426206
speech_recognition,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,579.9745015632516,188.75814814814814,21.556568673136855
