task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,86.1335989257656,34.65297912327324,34.65297912327324,34.65297912327324,12.669824508839001,12.669824508839001,12.669824508839001
object_detection,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,50.881521164021166,36.67218254913301,36.67218254913301,36.67218254913301,16.700944922700998,16.700944922700998,16.700944922700998
question_answering,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,44.80415900149234,16.852994325935505,16.852994325935505,16.852994325935505,5.21931366503689,5.21931366503689,5.21931366503689
speech_recognition,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,584.4223333333333,192.68867465867464,192.68867465867464,192.68867465867464,23.5451447596915,23.5451447596915,23.5451447596915
