task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.71827380952382,78.71827380952382,78.71827380952382,78.71827380952382,30.16857528436476,9.63928143719531,9.63928143719531
object_detection,37.15582854645355,37.15582854645355,37.15582854645355,37.15582854645355,21.416033531685706,11.420437236990756,11.420437236990756
question_answering,43.14080280830281,43.14080280830281,43.14080280830281,43.14080280830281,15.211547406841524,4.654880439094143,4.654880439094143
speech_recognition,576.932738095238,576.932738095238,576.932738095238,576.932738095238,188.14106858054225,21.343019392782,21.343019392782
